id,country,description,Fruity Favour,Spicy Favour,Earthy Favour,Floral Favour,Oaky Favour,Nutty Favour,Herbal Favour,Mineral Favour,Sweet Favour,Body (Weight/Texture),Acidity,Sweetness Level,Alcohol Level (Perception),Ageability,Food Pairing / Occasions,Tannins,Region/Terroir,Color,Finish,Aging Method,Climate Characteristics,Intensity/Aroma,Style,Unique/Standout Notes
29457,Spain,"Aromas of chocolate mint, creamy vanilla and candy reflect a heavy-handed oak treatment, and a sweet burnt cherry and chocolate mint character is present throughout. Creamy on the tongue, but confected in terms of flavors and finish.",,,,,oak,,mint,,caramel,full-bodied,,sweet,high,,dessert pairing,,,,short,oak barrel,,intense,modern,
71704,US,"Ripe and fleshy in young fruit, this Cab, with minor amounts of Cab Franc and Merlot, shows black currant, plum, cherry and cedar flavors, with a dry-sweet dusting of crushed brown herbs and spices. Fairly tannic and tight now, it's balanced enough for mid-term aging. Best 2008–2012.",plum,,,,,,sage,,,full-bodied,,dry,,needs aging,dinner,high tannins,,,,oak barrel,,intense,,
22162,Spain,"After an early blast of gaseous sulfur, this heavyweight Tempranillo smells of toasted oak, graphite, latex and alcohol. The palate is lush, meaty, jammy and borderline syrupy, while flavors of blackberry, fig and chocolate finish with depth and extreme richness. Drink through 2025.",berry,,,,toast,,,,,full-bodied,,sweet,hot,needs aging,dinner,high tannins,,,long,oak barrel,warm climate,intense,modern,meaty
18189,Italy,"Terre di Maria is a Sicilian blend of Cabernet Sauvignon, Merlot, Syrah and Pinot Noir that opens with dark concentration and savory aromas of spice, cured meat, smoked bacon and dark berry fruit. The bouquet is slightly muddled but the mouthfeel is bright and fresh.",berry,pepper,,,smoke,,,,,full-bodied,,,,,,,,,,,warm climate,pronounced,modern,smoky
2938,US,"Intricate aromas and spicy, complex flavors make this medium-bodied wine an adventure to drink. It smells like cherries and cloves and wood smoke, tastes nicely ripe but dry, and has an appetizing, tannic grip in the texture.",berry,clove,,,smoke,,,,,medium-bodied,,dry,medium,ready to drink,dinner,medium tannins,,,,oak barrel,,pronounced,,smoky
49550,US,"Eric Hamacher has done a fine job with this wine. At 13.6% alcohol it is in fine balance, with a precise mix of strawberry, pie cherry, root beer and herb flavors. It's medium bodied, open and accessible, but not too simple. There is no reason to wait, but it could be cellared for up to six years.",berry,,,,,,,,,medium-bodied,,,medium,ready to drink,,,,,,,,pronounced,,
77436,US,"A little sharp and minty, this Pinot is very dry, with acidic flavors of cherries and cola. The mouthfeel is silky. It's not going anywhere, so drink up.",berry,,,,,,mint,,,silky,high acidity,dry,,ready to drink,,,,,,,cool climate,pronounced,,zesty
36925,US,"Hot in high alcohol, which gives a burn that accentuates the pepper spice and makes it fierce. Yet it's fully dry and rich in blackberry, blueberry, anise and tobacco flavors. Defines the California superripe Zinfandel style.",berry,pepper,,,,,,,,full-bodied,,dry,hot,ready to drink,barbecue,,,,,,hot climate,intense,modern,
58591,France,"This firm, dry wine is all tannins and bitter extraction. It has a hard side to it that the juicy fruit cannot balance.",,,,,,,,,,tannic,,dry,high,needs aging,dinner,high tannins,,,,,,pronounced,traditional,
50567,US,"Soft and round, with an explosive burst of candied fruit on the palate, this Barbera has concentrated flavors of dried cherry, plum and milk chocolate, the latter of which pops on the finish.",plum,,,,,,,,,medium-bodied,,,,ready to drink,,smooth,,,long,,,intense,modern,
1570,France,"Produced only in top years, this rich wine is impressive. It has great fruit, ripe strawberries and red currants bringing juicy fruitiness. There is also a more serious mineral texture that comes with tangy acidity. Age this wine for a few more months and drink from the end of 2017.",berry,,,,,,,slate,,full-bodied,high acidity,,,needs aging,,,mineral,,,,,intense,,
99046,US,"A rustic wine with strong, edgy tannins and modest cherry and coffee flavors. It's very dry and astringent, but will soften with beef.",,,,,,,,,,tannic,,dry,,needs aging,dinner,high tannins,,,,,dry,pronounced,traditional,
51250,US,"Ripe and generously oaked on the palate, this Chardonnay has flavors of pineapple jam, buttered toast and buttered popcorn. It's brightened with crisp acidity.",tropical fruit,,,,toast,,,,,full-bodied,high acidity,,,ready to drink,,,,golden,,oak barrel,warm climate,pronounced,modern,
20214,Italy,"Dark berry, truffle, toast and kitchen spice aromas meld in the glass. On the palate, notes of roasted coffee bean, powdered sage and ground pepper accent a core of dried black cherry while assertive tannins provide the framework. It ends on an astringent note.",berry,pepper,truffle,,toast,,sage,,,full-bodied,,,,needs aging,dinner,high tannins,,,,oak barrel,,intense,,smoky
92776,US,"Earthy, spicy aromas lead, rolling into smoky layers of typical Cab flavors. Berry, tobacco and touches of sweet oak give it okay complexity.",berry,pepper,soil,,smoke,,,,,full-bodied,,,,,dinner,,,,,oak barrel,,pronounced,traditional,smoky
71002,Italy,Rubesco Riserva is a dark and sophisticated wine (a 70-30 blend of Sangiovese and Canajolo) with big aromas of red fruit and exotic spice. This vintage (2003 was an exceptionally hot year) shows extra ripeness on the fruit and a touch of bitterness on the close.,berry,,,,,,,,,full-bodied,,,high,needs aging,,,,deep,,,hot climate,intense,modern,exotic
50033,France,"Toasty, with notes of slightly menthol-like oak layered over ripe blackberry fruit. It's a medium-bodied wine that finishes crisp, tart and mouthwatering. Give it another 6–12 months to better integrate the oak, then drink it over the next five or so years.",berry,,,,toast,,mint,,,medium-bodied,medium acidity,,medium,needs aging,,,,,crisp,oak barrel,,pronounced,modern,smoky
10045,France,"Generous and opulent, this is a wood-aged wine in which the fruit plays a delicious part. Blackberry juice and acidity play counterpoint to toasty wood flavors and dark tannins. There is a fine, toasty aftertaste that promises good aging. Drink from 2015.",berry,,,,toast,,,,,full-bodied,high acidity,,high,long-term aging potential,dinner,high tannins,,,long,oak barrel,,intense,modern,smoky
103068,France,"This Clerc-Milon, under the same winemaking team as Mouton Rothschild, is an attractive wine, not heavy, already quite soft. It seems to have been heavily extracted, in a New World style, with new wood aromas and flavors, losing something of Pauillac, but a winner in that it's immediately attractive. Imported by Diageo Chateau & Estates.",,,,,oak,,,,,medium-bodied,,,medium,ready to drink,,smooth,,,,oak barrel,,pronounced,modern,
5422,Italy,"This opens with aromas of dark berry, toast, espresso and a whiff of dark cooking spice. The bracing palate offers unripe cherry, licorice, powdered sage and toasted oak alongside bracing tannins that leave an astringent, mouth-puckering finish.",berry,,,,toast,,sage,,,tannic,high acidity,,,needs aging,,high tannins,,,long,oak barrel,cool climate,intense,modern,smoky
21079,US,"With this wine, Venge has taken a giant leap into the front ranks of California Syrah producers. It's made from fruit that's sourced from the great Stagecoach Vineyard, which straddles Atlas Peak—a cool mountain region. The acidity is preserved, and the concentrated fruit easily handles the 60% new French oak. Dramatic and high in alcohol, this selection is gorgeous to drink now, and it will remain fresh over the next six years.",,,,,oak,,,,,full-bodied,high acidity,,hot,ready to drink,,,mountain,,,oak barrel,cool climate,intense,modern,
80178,France,"Ripe, open and packed with melon and tropical fruit flavors, this wine is already showing enticing drinkability. Its fresh, ripe fruits is layered with some mineral character and an under-cushion of wood.",tropical fruit,,,,oak,,,,,,,,,ready to drink,,,,,,oak barrel,warm climate,pronounced,modern,exotic
60224,US,"A dark, rich, ripe Syrah that defines the California style, and preserves the fine structure that this cool-climate region lends to red wines. The wine is dry and tannic, and the flavors, of blackberries, cherries, blueberries, dark chocolate and sweet, smoky oak, are just delicious. Now and for a few years.",berry,,,,smoke,,,,,full-bodied,,dry,,ready to drink,dinner,high tannins,coastal,,,oak barrel,cool climate,intense,modern,smoky
103219,US,"Brander has struggled with Merlot. This year's bottling achieve plenty of cherry-berry and mocha fruit. The challenge continues to be the tannic structure, but improvement is notable.",berry,,,,,,,,,tannic,,,,needs aging,,medium tannins,,,,,,pronounced,,
52988,France,Excellent color on this firmly fruity wine. It has an attractive edge of tannins giving it good structure while showing all of the fresh nouveau fruit.,berry,,,,,,,,,medium-bodied,,,,ready to drink,,medium tannins,,deep,,,,pronounced,,
90055,Italy,Cantina Tre Serre is a well-priced and informal Barbera with a thin and informal style backed by fruity freshness. There's even a tiny touch of effervescence that adds a perky and peppery sensation to the mouthfeel.,berry,pepper,,,,,,,,light-bodied,medium acidity,,,ready to drink,casual,,,,,,,subtle,modern,zesty
804,France,"This solidly structured wine shows the firm tannins and mineral structure typical of wines from Côte du Py. It has dense black cherry fruits along with sacidity that cuts through the structure. It could age another year, but is worth drinking now.",berry,,,,,,,,,tannic,high acidity,,,ready to drink,,high tannins,mineral,,,,cool climate,intense,traditional,
74932,US,"Each year this value red blend is surprisingly different. With Syrah as the main component, it's spicier, more sappy and loaded with bright and forward berry flavors. The Bordeaux grapes that fill in the second half of the blend add notes of herb, earth, leaf and a hint of stone. It's a delicious, fine value.",berry,pepper,soil,,,,sage,,,medium-bodied,,,,,,,,,,,,pronounced,,
20747,US,"Just over 75% Cabernet Sauvignon with the balance Malbec (10%), Petit Verdot (8%) and Merlot, this wine offers brooding but well-delineated aromas and flavors of blackberry, dried flowers, black tea, herbs, earth, barrel spices and light meaty notes. It's packed tightly with firm tannins and also shows great length. Drink 2022–2028.",berry,,soil,,oak,,,,,full-bodied,,,,needs aging,,high tannins,,,long,oak barrel,,pronounced,modern,meaty
11250,US,"Sweet-pea vines and green herbs add freshness to the perfumed flower and luscious peach-nectar notes. A classically-styled Pinot Gris, this is dry yet mouthfilling and rich. It finishes long, with notes of stone fruit and black tea leaves.",peach,,,,,,,,,medium-bodied,,dry,,ready to drink,,,,,long,,,pronounced,traditional,perfumed
71959,US,"Rounder and more fruity than the inaugural 2007 Pinot Gris, this has succulent green apple and Bosch pear flavors balanced against crisp, refreshing acids.",apple,,,,,,,,,,high acidity,off-dry,,,seafood pairing,,,,,,cool climate,pronounced,modern,zesty
55397,US,"One wishes that Mike Januik made more Rieslings, as the few he's made from Bacchus Vineyard fruit have been excellent. This is made in a bright, spicy, palate-pleasing style, and it offers lively flavors of citrus, orange and pear. A hint of mint, a splash of jasmine tea, and an engaging, long, refreshing finish all add to the pleasure.",citrus,pepper,,jasmine,,,mint,,,,high acidity,dry,,,aperitif,,,,long,,cool climate,pronounced,modern,zesty
27271,US,"The best of the new releases from Michael Florentino, which has changed hands since this vintage was harvested. Autumnal flavors marry vivid, distinctive fruit to hints of leaf and citrus, elegant and complex.",citrus,,,,,,,,,,,,,,,,,,complex,,,pronounced,,
45208,US,"It's nice that they've held back this wine for a few years before releasing it, because it's beginning to meld together in a very delightful way. The tannins, oak and alcohol are coalescing with the cherries, pomegranates, cola, tangerine, vanilla and spices, giving the wine a silky, complex, mellow mouthfeel. Beautifully dry and lush now, and should develop through 2012.",berry,,,,oak,,,,,silky,,dry,medium,ready to drink,,medium tannins,,,,oak barrel,,intense,modern,
13579,US,"Give this tough, young Cabernet a good long decant before serving. At first, it's dominated by sharp acidity and mouth-numbing tannins. But after some airing, it offers black currant flavors. This is likely not an ager.",berry,,,,,,,,,tannic,high acidity,,,ready to drink,,high tannins,,,,,,pronounced,,
35452,France,"An intriguing wine, that offers ripe sweetness followed by an edgy rustic acidity. Is this a stage in its evolution? Probably, because the tannins promise aging and the intensely aromatic nature of the fruit points to a potentially fine wine. Just don't drink it yet.",,,,,,,,,,,high acidity,sweet,,needs aging,,high tannins,,,,,,intense,,perfumed
70568,US,"Get a case of this and make it your house wine for easy drinking. It's dry and spicy, and has enough cherry, berry and cola flavors to satisfy your tastebuds.",berry,pepper,,,,,,,,medium-bodied,,dry,,ready to drink,casual,,,,,,dry,pronounced,,
100910,Italy,"Cherry, citrus rind and oak make for a short, stout nose. It seems more precise on the palate, with pure cherry and coffee flavors poking through a veil of tight tannins. Gets even firmer on the finish, with a smack of raisin. A wine that requires airing; or more cellar time.",berry,,,,oak,,,,,tannic,,,,needs aging,,high tannins,,,short,oak barrel,,pronounced,traditional,
92262,US,"Smooth and ripe, this Bordeaux blend pleases for its rich array of blackberry, cherry and spicy plum flavors. The texture is soft and chocolaty. Loses a point or two for the sugary finish, though. Drink now.",berry,,,,,,,,,medium-bodied,,sweet,,ready to drink,casual,smooth,,,short,,warm climate,pronounced,modern,
34491,US,"2008 was a great vintage for Tax, and this Santa Barbara bottling is a great value. It really delivers, offering a dry, elegantly structured and complex wine. The silky texture houses savory flavors of cherries, red currants, cola and sandalwood, with an umami taste of bacon. Just delicious for drinking now.",berry,,,,,,,,,silky,,dry,,ready to drink,dinner,smooth,,,,,cool climate,intense,modern,meaty
87474,US,"Bone dry with aromas of freshly pressed apples, this is an austere but elegant sparkling blend of Chardonnay and Pinot Noir. With notes of delicate white florals and yeast in the backdrop, the palate has a savory, dusty quality accented by a racy acidity and strong, minerally finish.",apple,,,,,,,chalk,,,high acidity,bone dry,,,aperitif,,mineral,,long,,cool climate,pronounced,traditional,
39090,US,"A bit rough and ready, but shows basic Cabernet quality in the full-bodied flavors of blackberries, currants, chocolate and smoky oak. Good for a tailgate party.",berry,,,,smoke,,,,,full-bodied,,,,ready to drink,casual,medium tannins,,,,oak barrel,,intense,modern,smoky
53538,US,"Nice and ripely sweet in fresh blackberry, cherry and oak flavors, this Syrah is made for drinking now. It's dry and rich in tannins, with a soft, velvety mouthfeel. Shows interesting complications of smoked meats, pepper, cola and minerals.",berry,pepper,,,oak,,,,,full-bodied,,dry,,ready to drink,barbecue,high tannins,,,complex,oak barrel,warm climate,pronounced,modern,meaty
40885,US,"Von Strasser has a good track record with this wine, and the '05 is right up there with the best, but be forewarned. It's very tannic. But then, it is from Diamond Mountain. Give it a good 4 years, at least, to throw some sediment and let the rich blackberry and black currant flavors emerge. Should hold well for 15 years.",berry,,,,,,,,,tannic,,,,needs aging,,high tannins,mountain,,,,,intense,,
27496,US,"Fans of the ripe, modern style of Chardonnay will fall in love with this bottling. It's strong in toast, buttered popcorn, vanilla cream and peach, pear and pineapple jam flavors that dazzle and wow the palate. Easy to find, with nearly 17,000 cases produced.",peach,,,,oak,,,,,full-bodied,,,,ready to drink,,,,golden,,oak barrel,warm climate,intense,modern,
63834,US,"Straightforward, this Chard shows well-ripened flavors of pineapple jam, nectarines, peaches and vanilla. It finishes with caramelized, butterscotchy sweetness.",tropical fruit,,,,vanilla,,,,caramel,full-bodied,,sweet,,ready to drink,dessert pairing,,,,long,oak barrel,warm climate,pronounced,modern,
17055,US,"Unbalanced, with lots of acidity, hard tannins and raisiny flavors alongside green ones.",,,,,,,,,,tannic,high acidity,,,needs aging,,high tannins,,,,,cool climate,pronounced,,
85131,US,"A very nice Syrah, dark and dry and full-bodied. Although it's a bit young and thick in jammy, primary fruit flavors, it's smooth and balanced. With rich blackberry pie, chocolate, violet, beef carpaccio, bacon and pepper flavors, it should develop through 2011.",berry,pepper,,violet,,,,,,full-bodied,,dry,,needs aging,dinner,medium tannins,,deep,,,,intense,modern,meaty
87357,US,"Fruity and easy, this soft wine has sweet flavors of apricots and caramel. Valdiguié, formerly known as Napa Gamay, is a red grape, and that accounts for the note of crushed raspberries.",berry,,,,,,,,caramel,light-bodied,,sweet,,ready to drink,dessert pairing,smooth,,,,,,pronounced,,
59381,Italy,"Here is a beautifully extracted and voluptuous Barolo from the Cannubi cru that would pair with tender veal shank, slow cooked until falling off the bone. Black cherry, spice, root beer and fragrant earthy tones all appear on the nose and the wine closes with tight, firm structure. Cellar age ten years or more.",berry,pepper,,,,,,,,full-bodied,,,high,long-term aging potential,dinner,high tannins,,,,,,pronounced,traditional,perfumed
98926,US,"A Bordeaux blend based on Cabernet Sauvignon and Merlot, the grapes for this stunning wine came from David Abreu's vineyard in the St. Helena foothills. It's very complex, softer, more open and approachable than Colgin's 100% Cabs, with a flamboyant spectrum of cherries,  framboise, cocoa, violets, gingerbread and spices framed in supple, fine tannins. Beautiful, a feminine wine of great beauty. Drink now through 2015.",berry,cinnamon,,violet,,,,,,medium-bodied,,,,ready to drink,,smooth,,,complex,,,pronounced,modern,perfumed
64710,Italy,"Here's a pale and luminous rosé from Southern Italy with a pinkish-peach color and delicate aromas of stone fruit, wild berries, white cherries and a touch of chopped mint or basil. The wine is tart but also slightly sweet in the mouth and there's a touch of bitter almond on the close.",peach,,,,,almond,mint,,,light-bodied,medium acidity,off-dry,,,aperitif,,,pale,,,warm climate,subtle,,
80079,Spain,"Full, roasted and earthy on the nose, with only some coconut and berry aromas to sweeten things up. Tight, level and structured in the mouth, with roasted raspberry and plum along with oaky, buttery, smoky accents that confirm the wine's “roble” designation. Good but with some excess oak to process.",plum,,soil,,oak,,,,,full-bodied,,,,needs aging,,medium tannins,,,complex,oak barrel,,pronounced,traditional,smoky
52811,Italy,"Here's an absolutely terrific, but informal sparkling rosé from southern Italy (made with Negroamaro grapes). Sweet berry, chopped mint and peach come to the fore and the wine is soft and slightly sweet. It's easy, fresh and would make a great cocktail choice.",peach,,,,,,mint,,,light-bodied,,sweet,,ready to drink,casual,,,,,,warm climate,pronounced,modern,
77955,Spain,"Dark, sweet and candied on the nose, with hints of raisin and licorice that become more prominent in the mouth. Saturated but also somewhat monotone and single-leveled in terms of flavor, where you get a narrow band of sweet black cherry and raisin in front of a short finish. Very nice as always, but not the best Allende we've reviewed.",berry,,,,,,,,,full-bodied,,sweet,,,dessert pairing,,,,short,,,muted,,
37665,US,"Although this is Ste. Michelle's widely available Merlot offering, it breaks the mold by being held back a considerable time prior to release. It's an unusual wine, with scents of overripe, raisined fruit, a streak of tobacco and black licorice, a soft midpalate, and some bitterness in the finishing tannins.",,,,,,,,,,medium-bodied,,,,needs aging,,high tannins,,,long,oak barrel,,intense,modern,
99672,France,"The dilute, grapey flavors are candied, and a pile of charred lumber doesn't make them go down any easier. A simple wood-and-juice quaff.",,,,,smoke,,,,,,,,,,casual,,,,,oak barrel,,muted,,smoky
82715,US,"This is a lovely Zinfandel, soft and appealing. It has fine balance and is dry and rich in cherry, currant, Provençal herb, spice and tobacco flavors. Shows real complexity as it changes in the glass.",berry,,,,,,sage,,,medium-bodied,,dry,,,,,,,complex,,,pronounced,,
78922,US,"Hot and unbalanced in fruit, with flavors that span the gamut from raisins to mint, this Zin is bone dry. It's a rustic wine, with some rugged tannins and a coarse finish.",,,,,,,mint,,,full-bodied,,bone dry,hot,needs aging,,high tannins,,,,,hot climate,intense,traditional,
77595,US,"Amador Foothill does a good job with Sangiovese, and this dry rosé is made from that variety. It's a cheerful wine, brisk in acidity and with delicate but complex cherry, rose petal and lavender flavors. The winemaker recommends bouillabaisse, which is a pretty good suggestion.",berry,,,violet,,,,,,,high acidity,dry,,ready to drink,seafood pairing,,,,,,,subtle,,perfumed
57160,US,"Veneered with oak, the nose bears strong aromas of carpenter's shop and charred sugar, with notes of dark stone fruit and cranberry sauce lingering beneath. While initially soft and syrupy, the midpalate gains some tannic traction. Raw meat and blackberry flavors mark the juicy finish.",berry,,,,oak,,,,,full-bodied,,dry,,needs aging,barbecue,medium tannins,,,long,oak barrel,,pronounced,modern,meaty
47874,Spain,"Dark as night, and dominated by meaty plum and beef jerky aromas. The palate is huge, with pure fruit, tannin and chocolate pooling at the finish. A new classic in every sense, with stellar balance and complexity. Less than 400 cases made. Imported by Tempranillo, Inc.",plum,,,,,,,,,full-bodied,,,,needs aging,,high tannins,,deep,long,,,intense,modern,meaty
61945,France,"Tannins and red plums combine in this light, elegant wine. The acidity is important though, with the fruit fresh rather than warm.",plum,,,,,,,,,light-bodied,high acidity,,light,ready to drink,,medium tannins,,,,,cool climate,subtle,modern,
70715,US,"This epitomizes Dry Creek Valley Zinfandel. It's dry, briary and brambly, with wild berry, cola and crisped bacon flavors. It's incredibly spicy, offering everything from black and white pepper to nutmeg, anise and clove. The texture is a delight—silky and gently tannic. While the official alcohol is 13.7%, it tastes warmer.",berry,pepper,,,,,,,,silky,,dry,hot,ready to drink,barbecue,medium tannins,,,,,warm climate,intense,modern,smoky
40250,Spain,"Airén is a big-crop white grape that is usually distilled into brandy or made into Sherry. But here we see it as a dry white table wine, and while it is limited in scope, the wine's punch-bowl approach and cleansing lime and kiwi flavors are decent.",citrus,,,,,,,,,,,dry,,,seafood pairing,,,,,,,muted,modern,zesty
92997,US,"Rather tough and astringent now, with crunchy, dry tannins and acidity dominating. These are very fine vineyards but the vintage was so-so. With its core of cherries, red currants and cola, it could develop over the next six years.",berry,,,,,,,,,tannic,high acidity,,,needs aging,,high tannins,,,,,,,,
100226,France,"Spice and blackcurrant aromas are combined with solid tannins and powerful wood flavors to give a spectacular, polished style, a contrast to the  often rustic wines that come from this appellation. The wine comes from 90-year old vines that are then aged in 70% new wood for 18 months.",berry,pepper,,,oak,,,,,full-bodied,,,,needs aging,dinner,high tannins,,,,oak barrel,,intense,modern,
75417,US,"Simple, hot and sweet-and-sour, this is not a success.",,,,,,,,,,,,sweet,hot,over the hill,,,,,,,hot climate,,,
89923,US,"A little on the thin side, fruit-wise. Shows modest peach and pear flavors, with lots of caramelly, toasty oak.",peach,,,,toast,,,,caramel,light-bodied,,,,,,,,,,oak barrel,,muted,modern,
38370,US,"There's so much oak on this Pinot Noir, you might think you were tasting a dessert made with vanilla cream and toasted meringue, like the crust on a baked Alaska. Under all that, loads of ripe raspberries and cherries. Shows the excellent hallmarks of a fine Santa Rita Pinot Noir, but certainly is one of the oakier versions.",berry,,,,oak,,,,,full-bodied,,,high,ready to drink,dessert pairing,,,,,oak barrel,cool climate,pronounced,modern,
127,Spain,"Aromas of white flowers, stone fruits and lees are typical of well-made Albariño. A juicy, elegant palate with a mix of citrus and stone-fruit flavors is lasting, with a hint of pithy character coming up on the finish.",citrus,,,,,,,,,,high acidity,dry,,ready to drink,seafood pairing,,,,long,,cool climate,pronounced,,perfumed
47525,US,"Toasty, with a bit of cedar or menthol on the nose; red berries and licorice on the palate. The fruit here is delicate and tart, particularly on the finish, where the flavors are almost lemony.",berry,,,,toast,,mint,,,,high acidity,,,,,,,,short,oak barrel,cool climate,subtle,,zesty
67940,US,"Made in a directly appealing style, this Syrah is soft and slightly sweet. It offers flavors of blackberry and cherry jam and milk chocolate, with notes of anise and tangerine rind. Drink now.",berry,,,,,,,,,medium-bodied,,sweet,,ready to drink,casual,smooth,,,smooth,,warm climate,pronounced,modern,
10312,US,"An elegant, restrained, yet lovely Pinot Noir from a much-maligned vintage. Soft, round cherry fruit is wrapped in sandalwood and mocha flavors. Fully ripe with fine tannins and lovely integration of the barrel notes.",berry,,,,oak,,,,,medium-bodied,,,,ready to drink,dinner,medium tannins,,,,oak barrel,cool climate,subtle,modern,
50244,Italy,"D'Alessandro's plump Syrah is a bold and generous red wine, with richly layered aromas of cherry, blackberry, rum cake, bacon fat and toasted nut. Pair this wine with abbacchio arrosto (roast lamb).",berry,,,,toast,,,,,full-bodied,,,,ready to drink,dinner,,,,,oak barrel,,intense,modern,meaty
57351,US,"The score reflects the rich cherry, blackberry, cola and smoked meat flavors in this dry, crisp, silky wine. But it also takes into account a certain funkiness and one-dimensional simplicity.",berry,,,,smoke,,,,,silky,crisp,dry,,,barbecue,,,,,,,pronounced,natural,smoky
103427,Italy,"Very dark espresso, leather and black plum aromas and flavors. The mouthfeel is full and balanced by good acidity. The very dry, long finish shows tar, licorice and bitter chocolate flavors, along with some tannins to shed. Time should allow the solid fruit to come from behind the lavish toast that now veils it.",plum,,leather,,toast,,,,,full-bodied,high acidity,dry,high,needs aging,,high tannins,,deep,long,oak barrel,,intense,modern,
81155,US,"Soft and simple, with candied peach and pear flavors and some oaky, leesy influence that makes it a little fancier.",peach,,,,oak,,,,,medium-bodied,,off-dry,,ready to drink,,,,golden,,oak barrel,,subtle,modern,
44263,US,"Pretty good for the price. Dry and fruity, with polished cherry and cassis flavors. Turns a little harsh and minty, but easy to like with pizza, burgers, enchiladas.",berry,,,,,,mint,,,medium-bodied,,dry,,ready to drink,casual,medium tannins,,,,,,pronounced,,
68397,US,"This wine seems barely ripe, with thin, herbal, almost vegetal flavors and a sour streak. The barrel aging may have contributed some suggestions of vanilla and licorice.",,,,,vanilla,,sage,,,light-bodied,high acidity,,,needs aging,,,,,,oak barrel,cool climate,muted,natural,
58240,US,"A first-class Cabernet, this is dry, richly tannic and mouthwateringly tart in acidity. It shows savory blackberry and cherry flavors, while the oak gives it an umami tang of smoke. Drink now-2016.",berry,,,,smoke,,,,,full-bodied,high acidity,dry,,ready to drink,dinner,high tannins,,,,oak barrel,,intense,modern,smoky
73175,US,"Fogarty's basic '05 Chard shows an exciting crispness and minerality that, good as it is, makes you long for the single-vineyard bottlings to come. There's an elegant angularity to the wine despite the succulent pineapples, kiwis and new oak, and a brisk acidity that makes it finish vibrantly clean.",tropical fruit,,,,oak,,,,,medium-bodied,high acidity,dry,,ready to drink,,,mineral,,crisp,oak barrel,cool climate,pronounced,modern,zesty
8093,US,"This wine has some good blackberry and oak flavors. But the strong, green hit of vegetable is distracting.",berry,,,,oak,,,,,,,,,,,,,,,oak barrel,,muted,modern,
77327,US,"Absolutely easy to drink, a soft, silky wine with pleasantly ripe berry and cherry flavors. Has a rich Asian spiciness throughout, and is dry and balanced.",berry,cinnamon,,,,,,,,silky,,dry,,ready to drink,casual,smooth,,,smooth,,,subtle,modern,exotic
16316,Italy,"This latest edition of Hekate opens with a bright amber-gold color and shows lively aromas of stone fruit, especially apricot, honey, caramel, almond paste and yellow rose. It tastes thick, sticky and deliciously sweet on the close.",,,,honeysuckle,,almond,,,honey,full-bodied,,very sweet,high,ready to drink,dessert pairing,,,amber,long,,warm climate,intense,,
85763,US,"Power characterizes this Bordeaux blend, which is mainly Cabernet Sauvignon. It's strong in primary fruit, showcasing blackberries, black cherries, plums, carob and cola, and also strong in tannins, with a brisk, scoury mouthfeel. Add dryness, and you have a young, fresh wine of some charm and limited ageability. Now, with decanting, and through 2013.",berry,,,,,,,,,full-bodied,,dry,,needs aging,dinner,high tannins,,,,,,intense,modern,
30764,US,"This Zinfandel tastes and feels hot and Port-like. While some people enjoy this style, it feels a bit clumsy and overripe. Nonetheless, the blackberry, raisin and chocolate flavors are tasty.",berry,,,,,,,,,full-bodied,,very sweet,hot,over the hill,,,,,,,hot climate,intense,modern,
48422,US,"Fruity, soft and candied, this high alcohol wine has blackberry and cherry pie filling flavors, with a rustic texture. Cabernet Sauvignon, Syrah and a few other varieties.",berry,,,,,,,,,full-bodied,,sweet,high,,dessert pairing,,,,,,warm climate,intense,modern,
50292,Italy,"This delivers a very lively and plush quality of ripe blackberry, leather, tobacco, cola and cigar box. The mouthfeel is bold, soft and velvety. Keep this wine in your cellar for five years or more.",berry,,leather,,,,,,,full-bodied,,,,long-term aging potential,,velvety,,,,oak barrel,,intense,,smoky
66157,US,"The opening is attractive, with mocha, raspberry and carob scents but it turns a bit tart in the mouth. Rustic tannins provide a backdrop for the char and vanilla flavors of the finish.",berry,,,,vanilla,,,,,tannic,high acidity,dry,,needs aging,,high tannins,,,long,oak barrel,,pronounced,modern,smoky
100088,US,"Cherry, berry and herb flavors are buried inside bigtime tannins that numb the palate, in this dry, smoothly textured wine. It's questionable whether the wine has enough stuffing for the cellar.",berry,,,,,,,,,full-bodied,,dry,,needs aging,,high tannins,,,,,,muted,,
42310,US,"A good Pinot that shows a fine coastal influence. Dry and silky, it displays flavors of ripe cherries, Dr. Pepper cola, red licorice and sandalwood, with a cinnamon and pepper flourish. Drink now.",berry,pepper,,,,,,,,silky,,dry,,ready to drink,,smooth,coastal,,,,cool climate,pronounced,modern,exotic
22256,France,"Medium-intense scents of dark berries and black plum unfold in the bouquet of this wine, with soft hints of vanilla, toast and garrigue in the background. The mouthfeel is robust and gripping, with skin-driven fruit flavors and solid tannins that stay through the finish.",berry,,,,oak,,,,,full-bodied,,,,needs aging,dinner,high tannins,,,long,oak barrel,,intense,modern,
80335,France,"A big, fat wine that lives up to the popular image of Meursault. Perhaps it could do with a little more depth of flavor, but it's a ripe glassful of Chardonnay now.",,,,,oak,,,,,full-bodied,,,high,ready to drink,,,,golden,,oak barrel,warm climate,pronounced,modern,
